,FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,2010 Housing Units,2010 Median Gross Rent,2010 Percent Transit,2018 Housing Units,2018 Median Gross Rent,2018 Percent Transit,Change Housing Units,Change Median Rent,Change Percent Transit
1317,06037239330,"Census Tract 2393.30, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2393.30, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239330,720,1214.0,10.35,704,1143.0,12.64,-0.022222222222222223,-0.05848434925864909,2.290000000000001
1318,06037239501,"Census Tract 2395.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2395.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239501,952,975.0,19.47,932,978.0,12.96,-0.02100840336134454,0.003076923076923077,-6.509999999999998
1319,06037239502,"Census Tract 2395.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2395.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239502,902,1169.0,7.34,924,1129.0,13.88,0.024390243902439025,-0.03421727972626176,6.540000000000001
1320,06037239601,"Census Tract 2396.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2396.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239601,986,1025.0,21.61,976,1163.0,10.01,-0.010141987829614604,0.13463414634146342,-11.6
1321,06037239602,"Census Tract 2396.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2396.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239602,922,915.0,25.31,929,1190.0,14.01,0.007592190889370932,0.3005464480874317,-11.299999999999999
1322,06037239701,"Census Tract 2397.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2397.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239701,1092,1101.0,8.75,1101,1186.0,16.62,0.008241758241758242,0.07720254314259764,7.870000000000001
1323,06037239702,"Census Tract 2397.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2397.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239702,1104,1033.0,28.46,1092,1145.0,11.61,-0.010869565217391304,0.10842207163601161,-16.85
1324,06037239801,"Census Tract 2398.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2398.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239801,909,1012.0,12.58,932,1269.0,8.05,0.025302530253025302,0.25395256916996045,-4.529999999999999
1325,06037239802,"Census Tract 2398.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2398.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,239802,1378,1107.0,15.26,1427,1168.0,15.43,0.03555878084179971,0.05510388437217705,0.16999999999999993
1326,06037240010,"Census Tract 2400.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2400.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240010,934,792.0,23.03,1053,1042.0,4.51,0.12740899357601712,0.31565656565656564,-18.520000000000003
1327,06037240020,"Census Tract 2400.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2400.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240020,1323,1249.0,10.97,1351,1368.0,13.18,0.021164021164021163,0.09527622097678143,2.209999999999999
1328,06037240200,"Census Tract 2402, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2402, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240200,1457,1140.0,16.07,1521,1155.0,6.13,0.04392587508579272,0.013157894736842105,-9.940000000000001
1329,06037240300,"Census Tract 2403, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2403, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240300,1745,973.0,8.56,1791,1022.0,13.93,0.026361031518624643,0.050359712230215826,5.369999999999999
1330,06037240401,"Census Tract 2404.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2404.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240401,1452,1070.0,17.24,1559,1076.0,14.51,0.07369146005509641,0.005607476635514018,-2.7299999999999986
1331,06037240402,"Census Tract 2404.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2404.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240402,1139,966.0,11.18,1210,1141.0,7.88,0.06233538191395961,0.18115942028985507,-3.3
1332,06037240500,"Census Tract 2405, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2405, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240500,1610,1136.0,13.19,1774,1234.0,7.17,0.10186335403726708,0.08626760563380281,-6.02
1333,06037240600,"Census Tract 2406, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2406, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240600,1306,1084.0,14.42,1372,1423.0,11.89,0.05053598774885146,0.31273062730627305,-2.5299999999999994
1334,06037240700,"Census Tract 2407, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2407, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240700,1657,1357.0,9.86,1775,1345.0,14.06,0.0712130356065178,-0.008843036109064112,4.200000000000001
1335,06037240800,"Census Tract 2408, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2408, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240800,1090,1274.0,9.24,1144,1038.0,16.02,0.04954128440366973,-0.18524332810047095,6.779999999999999
1336,06037240900,"Census Tract 2409, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2409, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,240900,1409,1190.0,18.12,1481,1358.0,7.42,0.0511000709723208,0.1411764705882353,-10.700000000000001
1337,06037241001,"Census Tract 2410.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2410.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241001,1209,1101.0,5.8,1208,1116.0,5.89,-0.0008271298593879239,0.013623978201634877,0.08999999999999986
1338,06037241002,"Census Tract 2410.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2410.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241002,1017,1249.0,13.42,1030,1147.0,3.25,0.012782694198623401,-0.08166533226581266,-10.17
1339,06037241110,"Census Tract 2411.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2411.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241110,751,1451.0,23.25,847,1225.0,12.98,0.1278295605858855,-0.15575465196416263,-10.27
1340,06037241120,"Census Tract 2411.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2411.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241120,1242,1203.0,11.07,1329,1051.0,9.33,0.07004830917874397,-0.12635078969243557,-1.7400000000000002
1341,06037241201,"Census Tract 2412.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2412.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241201,914,1064.0,10.99,890,1245.0,7.8,-0.0262582056892779,0.17011278195488722,-3.1900000000000004
1342,06037241202,"Census Tract 2412.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2412.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241202,1606,1015.0,20.52,1606,1149.0,10.69,0.0,0.13201970443349753,-9.83
1343,06037241300,"Census Tract 2413, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2413, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241300,720,1058.0,7.1,766,933.0,12.36,0.06388888888888888,-0.11814744801512288,5.26
1344,06037241400,"Census Tract 2414, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2414, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,241400,932,1858.0,6.5,1014,1231.0,11.67,0.08798283261802575,-0.33745963401506995,5.17
1345,06037242000,"Census Tract 2420, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2420, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,242000,1011,1010.0,7.44,1101,1181.0,6.77,0.08902077151335312,0.16930693069306932,-0.6700000000000008
1346,06037242100,"Census Tract 2421, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2421, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,242100,741,645.0,27.02,765,530.0,26.77,0.032388663967611336,-0.17829457364341086,-0.25
1347,06037242200,"Census Tract 2422, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2422, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,242200,1670,922.0,7.26,1729,1019.0,18.62,0.035329341317365266,0.1052060737527115,11.360000000000001
1348,06037242300,"Census Tract 2423, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2423, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,242300,1111,998.0,8.58,1270,1078.0,19.46,0.14311431143114312,0.08016032064128256,10.88
1349,06037242600,"Census Tract 2426, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2426, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,242600,1325,526.0,21.47,1390,502.0,11.14,0.04905660377358491,-0.045627376425855515,-10.329999999999998
1350,06037242700,"Census Tract 2427, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2427, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,242700,1227,941.0,17.81,1327,1083.0,12.92,0.08149959250203749,0.15090329436769395,-4.889999999999999
1351,06037243000,"Census Tract 2430, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2430, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,243000,1430,1148.0,9.91,1505,1568.0,16.81,0.05244755244755245,0.36585365853658536,6.899999999999999
1352,06037243100,"Census Tract 2431, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2431, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,243100,1424,779.0,13.25,1516,831.0,12.1,0.06460674157303371,0.06675224646983312,-1.1500000000000004
1353,06037261101,"Census Tract 2611.01 (part), Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2611.01 (part), Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,261101,1636,2310.0,0.0,1616,3066.0,0.0,-0.012224938875305624,0.32727272727272727,0.0
1355,06037261102,"Census Tract 2611.02 (part), Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2611.02 (part), Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,261102,1831,2310.0,0.89,1858,2250.0,0.0,0.01474604041507373,-0.025974025974025976,-0.89
1357,06037261200,"Census Tract 2612, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2612, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,261200,1908,2310.0,0.0,1890,2035.0,0.38,-0.009433962264150943,-0.11904761904761904,0.38
1358,06037262100,"Census Tract 2621, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2621, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262100,1438,1270.0,1.21,1465,2683.0,0.0,0.018776077885952713,1.1125984251968504,-1.21
1359,06037262200,"Census Tract 2622, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2622, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262200,1932,2033.0,1.95,1984,2143.0,0.57,0.026915113871635612,0.05410723069355632,-1.38
1360,06037262301,"Census Tract 2623.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2623.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262301,958,2310.0,0.87,984,,2.52,0.027139874739039668,,1.65
1361,06037262302,"Census Tract 2623.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2623.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262302,1317,1922.0,0.0,1227,2250.0,0.0,-0.0683371298405467,0.17065556711758584,0.0
1362,06037262303,"Census Tract 2623.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2623.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262303,1249,2310.0,1.5,1265,,0.0,0.012810248198558846,,-1.5
1363,06037262400,"Census Tract 2624, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2624, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262400,1348,2310.0,0.0,1362,3501.0,4.24,0.010385756676557863,0.5155844155844156,4.24
1364,06037262501,"Census Tract 2625.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2625.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262501,1417,2310.0,1.88,1490,2088.0,0.88,0.051517290049400144,-0.09610389610389611,-0.9999999999999999
1365,06037262601,"Census Tract 2626.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2626.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262601,1473,2310.0,0.62,1488,3501.0,0.0,0.010183299389002037,0.5155844155844156,-0.62
1366,06037262604,"Census Tract 2626.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2626.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262604,2600,2114.0,1.56,2672,3501.0,1.07,0.027692307692307693,0.6561021759697256,-0.49
1367,06037262704,"Census Tract 2627.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2627.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262704,1716,2310.0,1.3,1807,2171.0,0.58,0.05303030303030303,-0.06017316017316017,-0.7200000000000001
1368,06037262706,"Census Tract 2627.06, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2627.06, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262706,1458,2155.0,0.81,1454,1980.0,2.49,-0.0027434842249657062,-0.08120649651972157,1.6800000000000002
1369,06037262802,"Census Tract 2628.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2628.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,262802,1679,2310.0,2.49,1511,1912.0,0.0,-0.10005955926146516,-0.1722943722943723,-2.49
1370,06037264000,"Census Tract 2640, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2640, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,264000,1407,2310.0,0.94,1365,2824.0,0.0,-0.029850746268656716,0.22251082251082252,-0.94
1371,06037264102,"Census Tract 2641.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2641.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,264102,1801,2112.0,7.19,1797,2240.0,3.48,-0.002220988339811216,0.06060606060606061,-3.7100000000000004
1372,06037264103,"Census Tract 2641.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2641.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,264103,1610,1996.0,0.58,1607,2085.0,5.56,-0.0018633540372670807,0.04458917835671343,4.9799999999999995
1373,06037264301,"Census Tract 2643.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2643.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,264301,3249,1892.0,1.69,3233,2067.0,4.41,-0.0049245921822099106,0.09249471458773785,2.72
1374,06037264302,"Census Tract 2643.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2643.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,264302,3162,2037.0,2.74,3171,2278.0,9.3,0.0028462998102466793,0.11831124202258222,6.5600000000000005
1375,06037265100,"Census Tract 2651, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2651, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265100,1328,2215.0,0.0,1579,2439.0,1.78,0.18900602409638553,0.10112866817155756,1.78
1376,06037265201,"Census Tract 2652.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2652.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265201,1077,1420.0,4.3,1073,1785.0,6.44,-0.003714020427112349,0.25704225352112675,2.1400000000000006
1377,06037265202,"Census Tract 2652.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2652.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265202,2220,2028.0,1.63,2355,2656.0,3.86,0.060810810810810814,0.3096646942800789,2.23
1379,06037265303,"Census Tract 2653.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2653.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265303,1667,1864.0,11.21,1638,2111.0,4.72,-0.01739652069586083,0.13251072961373392,-6.490000000000001
1380,06037265304,"Census Tract 2653.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2653.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265304,1191,1721.0,12.57,1066,1780.0,3.16,-0.10495382031905962,0.03428239395700174,-9.41
1381,06037265305,"Census Tract 2653.05, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2653.05, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265305,1821,1522.0,6.98,1986,1832.0,13.62,0.09060955518945635,0.20367936925098554,6.639999999999999
1382,06037265410,"Census Tract 2654.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2654.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265410,686,1430.0,2.47,696,1630.0,1.14,0.014577259475218658,0.13986013986013987,-1.3300000000000003
1383,06037265420,"Census Tract 2654.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2654.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265420,790,2066.0,1.46,820,2353.0,0.93,0.0379746835443038,0.13891577928363988,-0.5299999999999999
1384,06037265510,"Census Tract 2655.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2655.10, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265510,2466,2007.0,11.63,2506,2122.0,6.5,0.016220600162206,0.057299451918286,-5.130000000000001
1385,06037265520,"Census Tract 2655.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2655.20, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265520,2376,2262.0,10.96,2461,2290.0,3.44,0.03577441077441077,0.01237842617152962,-7.520000000000001
1386,06037265601,"Census Tract 2656.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2656.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265601,1599,2073.0,4.09,1503,2210.0,7.38,-0.0600375234521576,0.06608779546550893,3.29
1387,06037265602,"Census Tract 2656.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2656.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265602,1691,2310.0,0.0,1817,2733.0,1.77,0.07451212300413956,0.18311688311688312,1.77
1388,06037265700,"Census Tract 2657, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2657, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,265700,2748,2265.0,4.52,2707,1999.0,2.2,-0.014919941775836972,-0.11743929359823399,-2.3199999999999994
1389,06037267100,"Census Tract 2671, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2671, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267100,2988,2022.0,2.22,3094,1996.0,7.1,0.03547523427041499,-0.012858555885262116,4.879999999999999
1390,06037267200,"Census Tract 2672, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2672, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267200,2957,1652.0,3.28,3115,2145.0,6.38,0.053432532972607374,0.2984261501210654,3.1
1391,06037267300,"Census Tract 2673, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2673, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267300,2062,1310.0,14.9,2210,1572.0,6.33,0.07177497575169738,0.2,-8.57
1392,06037267402,"Census Tract 2674.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2674.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267402,2704,1646.0,12.7,2772,1825.0,7.62,0.02514792899408284,0.10874848116646416,-5.079999999999999
1393,06037267403,"Census Tract 2674.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2674.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267403,1830,1713.0,3.61,1770,1879.0,10.17,-0.03278688524590164,0.09690601284296556,6.5600000000000005
1394,06037267404,"Census Tract 2674.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2674.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267404,2021,2121.0,2.37,1657,2185.0,4.68,-0.1801088570014844,0.030174446016030174,2.3099999999999996
1395,06037267501,"Census Tract 2675.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2675.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267501,2707,1446.0,16.55,2727,1813.0,9.46,0.007388252678241596,0.25380359612724757,-7.09
1396,06037267502,"Census Tract 2675.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2675.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267502,1672,1595.0,12.26,1762,1692.0,9.57,0.05382775119617225,0.060815047021943576,-2.6899999999999995
1397,06037267600,"Census Tract 2676, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2676, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267600,1301,1580.0,3.65,1363,2076.0,3.89,0.04765564950038432,0.3139240506329114,0.2400000000000002
1398,06037267700,"Census Tract 2677, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2677, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267700,1686,1623.0,9.4,1826,1978.0,10.47,0.0830367734282325,0.21873074553296365,1.0700000000000003
1399,06037267800,"Census Tract 2678, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2678, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267800,1213,1574.0,0.78,1278,1979.0,0.54,0.05358615004122012,0.25730622617534943,-0.24
1400,06037267901,"Census Tract 2679.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2679.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267901,2050,2310.0,0.0,1962,3042.0,1.62,-0.042926829268292686,0.3168831168831169,1.62
1401,06037267902,"Census Tract 2679.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2679.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,267902,1784,2132.0,5.21,1747,2535.0,3.26,-0.020739910313901346,0.18902439024390244,-1.9500000000000002
1402,06037269000,"Census Tract 2690, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2690, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269000,2271,2035.0,0.5,2422,2051.0,0.56,0.06649053280493175,0.007862407862407862,0.06000000000000005
1403,06037269100,"Census Tract 2691, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2691, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269100,2097,1817.0,3.49,2068,2066.0,0.91,-0.013829279923700524,0.13703907539900936,-2.58
1404,06037269300,"Census Tract 2693, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2693, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269300,1553,1758.0,1.41,1552,2794.0,1.65,-0.000643915003219575,0.5893060295790671,0.24
1405,06037269500,"Census Tract 2695, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2695, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269500,1459,2310.0,0.0,1419,3501.0,2.83,-0.027416038382453736,0.5155844155844156,2.83
1406,06037269601,"Census Tract 2696.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2696.01, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269601,1110,1346.0,24.91,1111,1422.0,15.26,0.0009009009009009009,0.05646359583952452,-9.65
1407,06037269602,"Census Tract 2696.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2696.02, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269602,1110,1496.0,9.39,1200,1566.0,4.88,0.08108108108108109,0.04679144385026738,-4.510000000000001
1408,06037269700,"Census Tract 2697, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2697, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269700,1732,1442.0,7.88,1750,1457.0,6.64,0.010392609699769052,0.010402219140083218,-1.2400000000000002
1409,06037269800,"Census Tract 2698, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2698, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269800,1722,1521.0,3.38,1745,1680.0,6.59,0.013356562137049941,0.10453648915187377,3.21
1410,06037269903,"Census Tract 2699.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2699.03, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269903,2000,1397.0,13.1,1807,1593.0,15.34,-0.0965,0.14030064423765212,2.24
1411,06037269904,"Census Tract 2699.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2699.04, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269904,2346,1352.0,13.5,2346,1615.0,5.93,0.0,0.1945266272189349,-7.57
1412,06037269905,"Census Tract 2699.05, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2699.05, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269905,1391,1385.0,10.59,1474,1619.0,8.46,0.05966930265995687,0.16895306859205775,-2.129999999999999
1413,06037269906,"Census Tract 2699.06, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2699.06, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269906,1588,1488.0,19.26,1681,1727.0,9.31,0.058564231738035266,0.16061827956989247,-9.950000000000001
1414,06037269907,"Census Tract 2699.07, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California","Census Tract 2699.07, Los Angeles city (part), Los Angeles CCD, Los Angeles County, California",06,037,269907,1546,1462.0,11.09,1498,1654.0,6.17,-0.031047865459249677,0.13132694938440492,-4.92
