Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A18009_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
"06037540600","14000US06037540600","Census Tract 5406","Census Tract 5406, Los Angeles County, California","ca","140","00","ACSSF","0005533",,,,,"06","037",,,,"540600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,1745,1527,1284,243,104,0,0,16,21,77,87.51,73.58,13.93,5.96,0,0,0.92,1.2,4.41
"06037540700","14000US06037540700","Census Tract 5407","Census Tract 5407, Los Angeles County, California","ca","140","00","ACSSF","0005534",,,,,"06","037",,,,"540700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,1313,1136,988,148,86,0,0,15,7,69,86.52,75.25,11.27,6.55,0,0,1.14,0.53,5.26
"06037540800","14000US06037540800","Census Tract 5408","Census Tract 5408, Los Angeles County, California","ca","140","00","ACSSF","0005535",,,,,"06","037",,,,"540800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144,2580,2333,2081,252,85,0,0,14,37,111,90.43,80.66,9.77,3.29,0,0,0.54,1.43,4.3
"06037540901","14000US06037540901","Census Tract 5409.01","Census Tract 5409.01, Los Angeles County, California","ca","140","00","ACSSF","0005536",,,,,"06","037",,,,"540901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,1882,1607,1476,131,117,0,7,45,92,14,85.39,78.43,6.96,6.22,0,0.37,2.39,4.89,0.74
"06037540902","14000US06037540902","Census Tract 5409.02","Census Tract 5409.02, Los Angeles County, California","ca","140","00","ACSSF","0005537",,,,,"06","037",,,,"540902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,2255,2030,1646,384,92,0,10,0,34,89,90.02,72.99,17.03,4.08,0,0.44,0,1.51,3.95
"06037541001","14000US06037541001","Census Tract 5410.01","Census Tract 5410.01, Los Angeles County, California","ca","140","00","ACSSF","0005538",,,,,"06","037",,,,"541001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,485,405,337,68,26,0,0,0,11,43,83.51,69.48,14.02,5.36,0,0,0,2.27,8.87
"06037541002","14000US06037541002","Census Tract 5410.02","Census Tract 5410.02, Los Angeles County, California","ca","140","00","ACSSF","0005539",,,,,"06","037",,,,"541002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,1233,1105,1079,26,28,43,0,7,0,50,89.62,87.51,2.11,2.27,3.49,0,0.57,0,4.06
"06037541100","14000US06037541100","Census Tract 5411","Census Tract 5411, Los Angeles County, California","ca","140","00","ACSSF","0005540",,,,,"06","037",,,,"541100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,1172,1032,949,83,45,0,0,39,0,56,88.05,80.97,7.08,3.84,0,0,3.33,0,4.78
"06037541200","14000US06037541200","Census Tract 5412","Census Tract 5412, Los Angeles County, California","ca","140","00","ACSSF","0005541",,,,,"06","037",,,,"541200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,2626,2377,2238,139,68,0,0,128,0,53,90.52,85.22,5.29,2.59,0,0,4.87,0,2.02
"06037541300","14000US06037541300","Census Tract 5413","Census Tract 5413, Los Angeles County, California","ca","140","00","ACSSF","0005542",,,,,"06","037",,,,"541300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,2274,2087,1948,139,53,0,23,22,21,68,91.78,85.66,6.11,2.33,0,1.01,0.97,0.92,2.99
"06037541400","14000US06037541400","Census Tract 5414","Census Tract 5414, Los Angeles County, California","ca","140","00","ACSSF","0005543",,,,,"06","037",,,,"541400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,3013,2683,2237,446,39,0,47,10,42,192,89.05,74.24,14.8,1.29,0,1.56,0.33,1.39,6.37
"06037541500","14000US06037541500","Census Tract 5415","Census Tract 5415, Los Angeles County, California","ca","140","00","ACSSF","0005544",,,,,"06","037",,,,"541500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,2473,2141,1798,343,93,0,23,100,19,97,86.58,72.71,13.87,3.76,0,0.93,4.04,0.77,3.92
"06037541603","14000US06037541603","Census Tract 5416.03","Census Tract 5416.03, Los Angeles County, California","ca","140","00","ACSSF","0005545",,,,,"06","037",,,,"541603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084,1163,1032,905,127,47,0,0,38,35,11,88.74,77.82,10.92,4.04,0,0,3.27,3.01,0.95
"06037541604","14000US06037541604","Census Tract 5416.04","Census Tract 5416.04, Los Angeles County, California","ca","140","00","ACSSF","0005546",,,,,"06","037",,,,"541604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,2001,1829,1595,234,95,0,0,11,20,46,91.4,79.71,11.69,4.75,0,0,0.55,1,2.3
"06037541605","14000US06037541605","Census Tract 5416.05","Census Tract 5416.05, Los Angeles County, California","ca","140","00","ACSSF","0005547",,,,,"06","037",,,,"541605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,2030,1824,1434,390,194,0,0,12,0,0,89.85,70.64,19.21,9.56,0,0,0.59,0,0
"06037541606","14000US06037541606","Census Tract 5416.06","Census Tract 5416.06, Los Angeles County, California","ca","140","00","ACSSF","0005548",,,,,"06","037",,,,"541606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094,969,909,695,214,54,0,0,0,0,6,93.81,71.72,22.08,5.57,0,0,0,0,0.62
"06037541700","14000US06037541700","Census Tract 5417","Census Tract 5417, Los Angeles County, California","ca","140","00","ACSSF","0005549",,,,,"06","037",,,,"541700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,2652,2450,2058,392,87,12,28,44,8,23,92.38,77.6,14.78,3.28,0.45,1.06,1.66,0.3,0.87
"06037541801","14000US06037541801","Census Tract 5418.01","Census Tract 5418.01, Los Angeles County, California","ca","140","00","ACSSF","0005550",,,,,"06","037",,,,"541801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218,2242,1997,1846,151,108,0,27,20,9,81,89.07,82.34,6.74,4.82,0,1.2,0.89,0.4,3.61
"06037541802","14000US06037541802","Census Tract 5418.02","Census Tract 5418.02, Los Angeles County, California","ca","140","00","ACSSF","0005551",,,,,"06","037",,,,"541802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,2234,1972,1511,461,145,0,0,0,40,77,88.27,67.64,20.64,6.49,0,0,0,1.79,3.45
"06037542000","14000US06037542000","Census Tract 5420","Census Tract 5420, Los Angeles County, California","ca","140","00","ACSSF","0005552",,,,,"06","037",,,,"542000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,2014,1752,1348,404,151,10,0,34,3,64,86.99,66.93,20.06,7.5,0.5,0,1.69,0.15,3.18
"06037542103","14000US06037542103","Census Tract 5421.03","Census Tract 5421.03, Los Angeles County, California","ca","140","00","ACSSF","0005553",,,,,"06","037",,,,"542103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,1480,1284,1116,168,66,0,0,27,33,70,86.76,75.41,11.35,4.46,0,0,1.82,2.23,4.73
"06037542104","14000US06037542104","Census Tract 5421.04","Census Tract 5421.04, Los Angeles County, California","ca","140","00","ACSSF","0005554",,,,,"06","037",,,,"542104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181,1518,1384,1228,156,51,0,18,22,17,26,91.17,80.9,10.28,3.36,0,1.19,1.45,1.12,1.71
"06037542105","14000US06037542105","Census Tract 5421.05","Census Tract 5421.05, Los Angeles County, California","ca","140","00","ACSSF","0005555",,,,,"06","037",,,,"542105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,1745,1577,1216,361,88,0,9,0,30,41,90.37,69.68,20.69,5.04,0,0.52,0,1.72,2.35
"06037542106","14000US06037542106","Census Tract 5421.06","Census Tract 5421.06, Los Angeles County, California","ca","140","00","ACSSF","0005556",,,,,"06","037",,,,"542106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,1367,1230,1005,225,33,0,17,23,39,25,89.98,73.52,16.46,2.41,0,1.24,1.68,2.85,1.83
"06037542200","14000US06037542200","Census Tract 5422","Census Tract 5422, Los Angeles County, California","ca","140","00","ACSSF","0005557",,,,,"06","037",,,,"542200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,2749,2452,2063,389,181,0,0,57,30,29,89.2,75.05,14.15,6.58,0,0,2.07,1.09,1.05
"06037542401","14000US06037542401","Census Tract 5424.01","Census Tract 5424.01, Los Angeles County, California","ca","140","00","ACSSF","0005558",,,,,"06","037",,,,"542401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,1781,1517,1348,169,128,17,2,43,0,74,85.18,75.69,9.49,7.19,0.95,0.11,2.41,0,4.15
"06037542402","14000US06037542402","Census Tract 5424.02","Census Tract 5424.02, Los Angeles County, California","ca","140","00","ACSSF","0005559",,,,,"06","037",,,,"542402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198,1350,1183,1046,137,103,0,0,32,12,20,87.63,77.48,10.15,7.63,0,0,2.37,0.89,1.48
"06037542501","14000US06037542501","Census Tract 5425.01","Census Tract 5425.01, Los Angeles County, California","ca","140","00","ACSSF","0005560",,,,,"06","037",,,,"542501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,1687,1530,1227,303,66,49,0,0,0,42,90.69,72.73,17.96,3.91,2.9,0,0,0,2.49
"06037542502","14000US06037542502","Census Tract 5425.02","Census Tract 5425.02, Los Angeles County, California","ca","140","00","ACSSF","0005561",,,,,"06","037",,,,"542502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145,2042,1711,1450,261,285,4,0,30,12,0,83.79,71.01,12.78,13.96,0.2,0,1.47,0.59,0
"06037542601","14000US06037542601","Census Tract 5426.01","Census Tract 5426.01, Los Angeles County, California","ca","140","00","ACSSF","0005562",,,,,"06","037",,,,"542601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,1206,1075,947,128,85,0,0,12,17,17,89.14,78.52,10.61,7.05,0,0,1,1.41,1.41
"06037542602","14000US06037542602","Census Tract 5426.02","Census Tract 5426.02, Los Angeles County, California","ca","140","00","ACSSF","0005563",,,,,"06","037",,,,"542602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,2633,2204,1805,399,313,0,0,46,36,34,83.71,68.55,15.15,11.89,0,0,1.75,1.37,1.29
"06037542700","14000US06037542700","Census Tract 5427","Census Tract 5427, Los Angeles County, California","ca","140","00","ACSSF","0005564",,,,,"06","037",,,,"542700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,2855,2621,2066,555,147,0,19,29,16,23,91.8,72.36,19.44,5.15,0,0.67,1.02,0.56,0.81
"06037542800","14000US06037542800","Census Tract 5428","Census Tract 5428, Los Angeles County, California","ca","140","00","ACSSF","0005565",,,,,"06","037",,,,"542800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,1234,1156,1080,76,36,5,0,0,0,37,93.68,87.52,6.16,2.92,0.41,0,0,0,3
"06037542900","14000US06037542900","Census Tract 5429","Census Tract 5429, Los Angeles County, California","ca","140","00","ACSSF","0005566",,,,,"06","037",,,,"542900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,1244,1140,934,206,54,0,0,0,0,50,91.64,75.08,16.56,4.34,0,0,0,0,4.02
"06037543000","14000US06037543000","Census Tract 5430","Census Tract 5430, Los Angeles County, California","ca","140","00","ACSSF","0005567",,,,,"06","037",,,,"543000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1803,1736,1534,202,58,0,0,0,0,9,96.28,85.08,11.2,3.22,0,0,0,0,0.5
"06037543100","14000US06037543100","Census Tract 5431","Census Tract 5431, Los Angeles County, California","ca","140","00","ACSSF","0005568",,,,,"06","037",,,,"543100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,3115,2768,2478,290,158,0,0,29,0,160,88.86,79.55,9.31,5.07,0,0,0.93,0,5.14
"06037543201","14000US06037543201","Census Tract 5432.01","Census Tract 5432.01, Los Angeles County, California","ca","140","00","ACSSF","0005569",,,,,"06","037",,,,"543201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,1396,1294,1127,167,38,0,15,11,0,38,92.69,80.73,11.96,2.72,0,1.07,0.79,0,2.72
"06037543202","14000US06037543202","Census Tract 5432.02","Census Tract 5432.02, Los Angeles County, California","ca","140","00","ACSSF","0005570",,,,,"06","037",,,,"543202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,1759,1502,1191,311,95,0,12,21,0,129,85.39,67.71,17.68,5.4,0,0.68,1.19,0,7.33
"06037543304","14000US06037543304","Census Tract 5433.04","Census Tract 5433.04, Los Angeles County, California","ca","140","00","ACSSF","0005571",,,,,"06","037",,,,"543304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493,2621,2382,2165,217,26,1,9,31,132,40,90.88,82.6,8.28,0.99,0.04,0.34,1.18,5.04,1.53
"06037543305","14000US06037543305","Census Tract 5433.05","Census Tract 5433.05, Los Angeles County, California","ca","140","00","ACSSF","0005572",,,,,"06","037",,,,"543305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,1725,1669,1512,157,18,10,0,6,0,22,96.75,87.65,9.1,1.04,0.58,0,0.35,0,1.28
"06037543306","14000US06037543306","Census Tract 5433.06","Census Tract 5433.06, Los Angeles County, California","ca","140","00","ACSSF","0005573",,,,,"06","037",,,,"543306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,3767,3352,2925,427,99,0,21,69,168,58,88.98,77.65,11.34,2.63,0,0.56,1.83,4.46,1.54
"06037543321","14000US06037543321","Census Tract 5433.21","Census Tract 5433.21, Los Angeles County, California","ca","140","00","ACSSF","0005574",,,,,"06","037",,,,"543321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,2687,2476,2419,57,64,0,11,7,0,129,92.15,90.03,2.12,2.38,0,0.41,0.26,0,4.8
"06037543322","14000US06037543322","Census Tract 5433.22","Census Tract 5433.22, Los Angeles County, California","ca","140","00","ACSSF","0005575",,,,,"06","037",,,,"543322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706,3354,3035,2999,36,217,0,15,15,0,72,90.49,89.42,1.07,6.47,0,0.45,0.45,0,2.15
"06037543400","14000US06037543400","Census Tract 5434","Census Tract 5434, Los Angeles County, California","ca","140","00","ACSSF","0005576",,,,,"06","037",,,,"543400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,1741,1604,1407,197,28,0,21,50,18,20,92.13,80.82,11.32,1.61,0,1.21,2.87,1.03,1.15
"06037543501","14000US06037543501","Census Tract 5435.01","Census Tract 5435.01, Los Angeles County, California","ca","140","00","ACSSF","0005577",,,,,"06","037",,,,"543501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,3360,2943,2651,292,125,26,4,89,72,101,87.59,78.9,8.69,3.72,0.77,0.12,2.65,2.14,3.01
"06037543502","14000US06037543502","Census Tract 5435.02","Census Tract 5435.02, Los Angeles County, California","ca","140","00","ACSSF","0005578",,,,,"06","037",,,,"543502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354,1677,1580,1476,104,21,0,0,8,51,17,94.22,88.01,6.2,1.25,0,0,0.48,3.04,1.01
"06037543503","14000US06037543503","Census Tract 5435.03","Census Tract 5435.03, Los Angeles County, California","ca","140","00","ACSSF","0005579",,,,,"06","037",,,,"543503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528,2787,2597,2349,248,17,23,10,97,8,35,93.18,84.28,8.9,0.61,0.83,0.36,3.48,0.29,1.26
"06037543601","14000US06037543601","Census Tract 5436.01","Census Tract 5436.01, Los Angeles County, California","ca","140","00","ACSSF","0005580",,,,,"06","037",,,,"543601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,1625,1550,1435,115,33,0,0,25,8,9,95.38,88.31,7.08,2.03,0,0,1.54,0.49,0.55
"06037543602","14000US06037543602","Census Tract 5436.02","Census Tract 5436.02, Los Angeles County, California","ca","140","00","ACSSF","0005581",,,,,"06","037",,,,"543602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507,3854,3407,2883,524,38,0,0,163,80,166,88.4,74.81,13.6,0.99,0,0,4.23,2.08,4.31
"06037543603","14000US06037543603","Census Tract 5436.03","Census Tract 5436.03, Los Angeles County, California","ca","140","00","ACSSF","0005582",,,,,"06","037",,,,"543603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,1983,1876,1704,172,32,0,0,5,0,70,94.6,85.93,8.67,1.61,0,0,0.25,0,3.53
"06037543604","14000US06037543604","Census Tract 5436.04","Census Tract 5436.04, Los Angeles County, California","ca","140","00","ACSSF","0005583",,,,,"06","037",,,,"543604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537,2660,2480,2307,173,96,0,19,16,18,31,93.23,86.73,6.5,3.61,0,0.71,0.6,0.68,1.17
"06037543701","14000US06037543701","Census Tract 5437.01","Census Tract 5437.01, Los Angeles County, California","ca","140","00","ACSSF","0005584",,,,,"06","037",,,,"543701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1437,1256,994,262,91,0,5,6,55,24,87.4,69.17,18.23,6.33,0,0.35,0.42,3.83,1.67
"06037543702","14000US06037543702","Census Tract 5437.02","Census Tract 5437.02, Los Angeles County, California","ca","140","00","ACSSF","0005585",,,,,"06","037",,,,"543702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616,3285,2888,2322,566,131,25,0,61,93,87,87.91,70.68,17.23,3.99,0.76,0,1.86,2.83,2.65
"06037543703","14000US06037543703","Census Tract 5437.03","Census Tract 5437.03, Los Angeles County, California","ca","140","00","ACSSF","0005586",,,,,"06","037",,,,"543703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,1635,1530,1381,149,52,0,0,0,14,39,93.58,84.46,9.11,3.18,0,0,0,0.86,2.39
"06037543801","14000US06037543801","Census Tract 5438.01","Census Tract 5438.01, Los Angeles County, California","ca","140","00","ACSSF","0005587",,,,,"06","037",,,,"543801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,2263,2164,1897,267,8,0,0,31,27,33,95.63,83.83,11.8,0.35,0,0,1.37,1.19,1.46
"06037543802","14000US06037543802","Census Tract 5438.02","Census Tract 5438.02, Los Angeles County, California","ca","140","00","ACSSF","0005588",,,,,"06","037",,,,"543802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,3158,2779,2166,613,200,0,100,37,13,29,88,68.59,19.41,6.33,0,3.17,1.17,0.41,0.92
"06037543903","14000US06037543903","Census Tract 5439.03","Census Tract 5439.03, Los Angeles County, California","ca","140","00","ACSSF","0005589",,,,,"06","037",,,,"543903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1856,1744,1599,145,10,0,0,34,8,60,93.97,86.15,7.81,0.54,0,0,1.83,0.43,3.23
"06037543905","14000US06037543905","Census Tract 5439.05","Census Tract 5439.05, Los Angeles County, California","ca","140","00","ACSSF","0005590",,,,,"06","037",,,,"543905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,1909,1589,1443,146,232,0,0,32,25,31,83.24,75.59,7.65,12.15,0,0,1.68,1.31,1.62
"06037544001","14000US06037544001","Census Tract 5440.01","Census Tract 5440.01, Los Angeles County, California","ca","140","00","ACSSF","0005591",,,,,"06","037",,,,"544001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419,2230,2029,1808,221,107,14,0,0,0,80,90.99,81.08,9.91,4.8,0.63,0,0,0,3.59
"06037544002","14000US06037544002","Census Tract 5440.02","Census Tract 5440.02, Los Angeles County, California","ca","140","00","ACSSF","0005592",,,,,"06","037",,,,"544002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1631,1452,1232,220,61,14,0,32,34,38,89.03,75.54,13.49,3.74,0.86,0,1.96,2.08,2.33
"06037550000","14000US06037550000","Census Tract 5500","Census Tract 5500, Los Angeles County, California","ca","140","00","ACSSF","0005593",,,,,"06","037",,,,"550000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,357,307,294,13,14,0,2,0,0,34,85.99,82.35,3.64,3.92,0,0.56,0,0,9.52
"06037550100","14000US06037550100","Census Tract 5501","Census Tract 5501, Los Angeles County, California","ca","140","00","ACSSF","0005594",,,,,"06","037",,,,"550100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,3519,3151,2838,313,154,18,46,38,22,90,89.54,80.65,8.89,4.38,0.51,1.31,1.08,0.63,2.56
"06037550201","14000US06037550201","Census Tract 5502.01","Census Tract 5502.01, Los Angeles County, California","ca","140","00","ACSSF","0005595",,,,,"06","037",,,,"550201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,1281,1207,1059,148,11,6,8,12,13,24,94.22,82.67,11.55,0.86,0.47,0.62,0.94,1.01,1.87
"06037550202","14000US06037550202","Census Tract 5502.02","Census Tract 5502.02, Los Angeles County, California","ca","140","00","ACSSF","0005596",,,,,"06","037",,,,"550202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,2592,2373,2203,170,77,0,0,59,68,15,91.55,84.99,6.56,2.97,0,0,2.28,2.62,0.58
"06037550300","14000US06037550300","Census Tract 5503","Census Tract 5503, Los Angeles County, California","ca","140","00","ACSSF","0005597",,,,,"06","037",,,,"550300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639,4066,3707,3221,486,191,0,0,75,13,80,91.17,79.22,11.95,4.7,0,0,1.84,0.32,1.97
"06037550400","14000US06037550400","Census Tract 5504","Census Tract 5504, Los Angeles County, California","ca","140","00","ACSSF","0005598",,,,,"06","037",,,,"550400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,584,547,476,71,6,6,0,8,5,12,93.66,81.51,12.16,1.03,1.03,0,1.37,0.86,2.05
"06037550500","14000US06037550500","Census Tract 5505","Census Tract 5505, Los Angeles County, California","ca","140","00","ACSSF","0005599",,,,,"06","037",,,,"550500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,4193,3919,3351,568,0,62,0,38,0,174,93.47,79.92,13.55,0,1.48,0,0.91,0,4.15
"06037550601","14000US06037550601","Census Tract 5506.01","Census Tract 5506.01, Los Angeles County, California","ca","140","00","ACSSF","0005600",,,,,"06","037",,,,"550601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,2830,2615,2289,326,35,0,30,37,38,75,92.4,80.88,11.52,1.24,0,1.06,1.31,1.34,2.65
"06037550602","14000US06037550602","Census Tract 5506.02","Census Tract 5506.02, Los Angeles County, California","ca","140","00","ACSSF","0005601",,,,,"06","037",,,,"550602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144,2104,1948,1688,260,81,0,0,0,12,63,92.59,80.23,12.36,3.85,0,0,0,0.57,2.99
"06037550700","14000US06037550700","Census Tract 5507","Census Tract 5507, Los Angeles County, California","ca","140","00","ACSSF","0005602",,,,,"06","037",,,,"550700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,2717,2523,2189,334,91,0,12,26,16,49,92.86,80.57,12.29,3.35,0,0.44,0.96,0.59,1.8
"06037550800","14000US06037550800","Census Tract 5508","Census Tract 5508, Los Angeles County, California","ca","140","00","ACSSF","0005603",,,,,"06","037",,,,"550800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,3997,3668,3180,488,59,0,0,92,29,149,91.77,79.56,12.21,1.48,0,0,2.3,0.73,3.73
"06037550901","14000US06037550901","Census Tract 5509.01","Census Tract 5509.01, Los Angeles County, California","ca","140","00","ACSSF","0005604",,,,,"06","037",,,,"550901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1809,1538,1382,156,67,0,13,83,22,86,85.02,76.4,8.62,3.7,0,0.72,4.59,1.22,4.75
"06037550902","14000US06037550902","Census Tract 5509.02","Census Tract 5509.02, Los Angeles County, California","ca","140","00","ACSSF","0005605",,,,,"06","037",,,,"550902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,2905,2601,2317,284,88,5,7,117,0,87,89.54,79.76,9.78,3.03,0.17,0.24,4.03,0,2.99
"06037551000","14000US06037551000","Census Tract 5510","Census Tract 5510, Los Angeles County, California","ca","140","00","ACSSF","0005606",,,,,"06","037",,,,"551000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,3122,2735,2316,419,107,0,0,14,80,186,87.6,74.18,13.42,3.43,0,0,0.45,2.56,5.96
"06037551101","14000US06037551101","Census Tract 5511.01","Census Tract 5511.01, Los Angeles County, California","ca","140","00","ACSSF","0005607",,,,,"06","037",,,,"551101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,1616,1472,1191,281,68,0,23,18,0,35,91.09,73.7,17.39,4.21,0,1.42,1.11,0,2.17
"06037551102","14000US06037551102","Census Tract 5511.02","Census Tract 5511.02, Los Angeles County, California","ca","140","00","ACSSF","0005608",,,,,"06","037",,,,"551102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,2628,2152,1929,223,250,44,15,120,10,37,81.89,73.4,8.49,9.51,1.67,0.57,4.57,0.38,1.41
"06037551201","14000US06037551201","Census Tract 5512.01","Census Tract 5512.01, Los Angeles County, California","ca","140","00","ACSSF","0005609",,,,,"06","037",,,,"551201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,1629,1516,1372,144,44,0,25,1,0,43,93.06,84.22,8.84,2.7,0,1.53,0.06,0,2.64
